sentence,entity,generated text
Experiments on the TREC Blog track test set show that both groups of credibility indicators significantly improve retrieval effectiveness ; the best performance is achieved when combining them .,"[('TREC Blog track test set', 'Material'), ('credibility indicators', 'OtherScientificTerm'), ('retrieval effectiveness', 'Metric')]"," TREC blogs(Material), methodology(Generic), and tepical(OtherScientificTerm), "
We investigate the problem of learning to predict moves in the board game of Go from game records of expert players .,"[('board game of Go', 'Task'), ('game records of expert players', 'Material')]"," predicting moves(Task), predicting positions(Task), "
"In particular , we obtain a probability distribution over legal moves for professional play in a given position .","[('probability distribution', 'OtherScientificTerm')]",
"This distribution has numerous applications in computer Go , including serving as an efficient stand-alone Go player .","[('distribution', 'Generic'), ('computer Go', 'OtherScientificTerm'), ('stand-alone Go player', 'OtherScientificTerm')]"," computer-driven sentence generation(Task), retrieval, and other tasks(Task), "
It would also be effective as a move selector and move sorter for game tree search and as a training tool for Go players .,"[('It', 'Generic'), ('move selector', 'Method'), ('move sorter', 'Method'), ('game tree search', 'Method'), ('training tool', 'Task'), ('Go players', 'OtherScientificTerm')]"," It(Generic), moves(OtherScientificTerm), training tool(Method), "
Our method has two major components : a -RRB- a pattern extraction scheme for efficiently harvesting patterns of given size and shape from expert game records and b -RRB- a Bayesian learning algorithm -LRB- in two variants -RRB- that learns a distribution over the values of a move given a board position based on the local pattern context .,"[('method', 'Generic'), ('pattern extraction scheme', 'Method'), ('Bayesian learning algorithm', 'Method'), ('local pattern context', 'OtherScientificTerm')]", method
"The system is trained on 181,000 expert games and shows excellent prediction performance as indicated by its ability to perfectly predict the moves made by professional Go players in 34 % of test positions .","[('system', 'Generic'), ('expert games', 'Material')]"," system(Generic), prediction(Task), positions(OtherScientificTerm), "
We present a novel approach for automatically acquiring English topic signatures .,"[('approach', 'Generic'), ('automatically acquiring English topic signatures', 'Task')]"," approach(Generic), English topic(Material), "
"Given a particular concept , or word sense , a topic signature is a set of words that tend to co-occur with it .","[('concept', 'OtherScientificTerm'), ('word sense', 'OtherScientificTerm'), ('topic signature', 'OtherScientificTerm')]"," concept(OtherScientificTerm), "
"Topic signatures can be useful in a number of Natural Language Processing -LRB- NLP -RRB- applications , such as Word Sense Disambiguation -LRB- WSD -RRB- and Text Summarisation .","[('Topic signatures', 'OtherScientificTerm'), ('Natural Language Processing -LRB- NLP -RRB- applications', 'Task'), ('Word Sense Disambiguation -LRB- WSD -RRB-', 'Task'), ('Text Summarisation', 'Task')]", domain-independent information(OtherScientificTerm
"Our method takes advantage of the different way in which word senses are lexicalised in English and Chinese , and also exploits the large amount of Chinese text available in corpora and on the Web .","[('method', 'Generic'), ('word senses', 'OtherScientificTerm'), ('English', 'Material'), ('Chinese', 'Material'), ('Chinese text', 'Material'), ('corpora', 'Generic'), ('Web', 'Material')]"," method(Generic), word senses(OtherScientificTerm), Chinese text(Material), "
"We evaluated the topic signatures on a WSD task , where we trained a second-order vector cooccurrence algorithm on standard WSD datasets , with promising results .","[('topic signatures', 'OtherScientificTerm'), ('WSD task', 'Task'), ('second-order vector cooccurrence algorithm', 'Method'), ('WSD datasets', 'Material')]"," vector cooccurrence algorithm(Method), features(OtherScientificTerm), conjugate constraints(OtherScientificTerm"
"Joint matrix triangularization is often used for estimating the joint eigenstructure of a set M of matrices , with applications in signal processing and machine learning .","[('Joint matrix triangularization', 'Task'), ('joint eigenstructure', 'OtherScientificTerm'), ('signal processing', 'Task'), ('machine learning', 'Task')]"," joint matrix(Method), multidimensional continuous-state -LRB- multi-label classification(Task), "
"We consider the problem of approximate joint matrix triangularization when the matrices in M are jointly diagonalizable and real , but we only observe a set M ' of noise perturbed versions of the matrices in M .","[('approximate joint matrix triangularization', 'Task')]"," approximate joint matrix triangularization(Task), approximate multiple matrix triangularization("
Our main result is a first-order upper bound on the distance between any approximate joint triangularizer of the matrices in M ' and any exact joint triangularizer of the matrices in M .,"[('first-order upper bound', 'OtherScientificTerm'), ('approximate joint triangularizer', 'Method'), ('exact joint triangularizer', 'Method')]"," approximation of the joint problem(Task), joint optimization problem(Task), "
The bound depends only on the observable matrices in M ' and the noise level .,"[('bound', 'Generic')]"," bound(OtherScientificTerm), noise level(OtherScientificTerm), "
"In particular , it does not depend on optimization specific properties of the triangularizer , such as its proximity to critical points , that are typical of existing bounds in the literature .","[('triangularizer', 'Method')]"," It(Generic), counterparts it(Generic), base it on it(Generic), on-line translation(Task),"
"To our knowledge , this is the first a posteriori bound for joint matrix decomposition .","[('posteriori bound', 'OtherScientificTerm'), ('joint matrix decomposition', 'Task')]"," posteriori(OtherScientificTerm), it(Generic), geometric structure(OtherScientificTerm), "
We demonstrate the bound on synthetic data for which the ground truth is known .,"[('synthetic data', 'Material')]"," data(Material), ground truth(OtherScientificTerm), "
"The psycholinguistic literature provides evidence for syntactic priming , i.e. , the tendency to repeat structures .","[('psycholinguistic literature', 'OtherScientificTerm'), ('syntactic priming', 'OtherScientificTerm')]", 
This paper describes a method for incorporating priming into an incremental probabilistic parser .,"[('method', 'Generic'), ('priming', 'OtherScientificTerm'), ('incremental probabilistic parser', 'Method')]"," method(Generic), generalized parser(Method), "
"Three models are compared , which involve priming of rules between sentences , within sentences , and within coordinate structures .","[('priming', 'OtherScientificTerm'), ('rules', 'OtherScientificTerm'), ('coordinate structures', 'OtherScientificTerm')]"," model parameters(Generic), syntactic structure(OtherScientificTerm), "
"These models simulate the reading time advantage for parallel structures found in human data , and also yield a small increase in overall parsing accuracy .","[('parallel structures', 'OtherScientificTerm'), ('human data', 'Material'), ('parsing accuracy', 'Metric')]"," models(Generic), supervised learning(Task), unsupervised learning(Task), techniques(Generic), "
Learned confidence measures gain increasing importance for outlier removal and quality improvement in stereo vision .,"[('Learned confidence measures', 'Method'), ('outlier removal', 'Task'), ('quality improvement', 'Task'), ('stereo vision', 'Task')]"," confidence measures(Metric), "
"However , acquiring the necessary training data is typically a tedious and time consuming task that involves manual interaction , active sensing devices and/or synthetic scenes .","[('task', 'Generic'), ('manual interaction', 'OtherScientificTerm'), ('active sensing devices', 'OtherScientificTerm'), ('synthetic scenes', 'OtherScientificTerm')]"," training data(Material), a set of quantitative constraints(OtherScientificTerm), medical images(Material), "
