sentence,entity,generated text
"Hitherto , smooth motion has been encouraged using a trajectory basis , yielding a hard combinatorial problem with time complexity growing exponentially in the number of frames .","[('smooth motion', 'OtherScientificTerm'), ('trajectory basis', 'OtherScientificTerm'), ('hard combinatorial problem', 'Task'), ('time complexity', 'Metric')]"," trajectory basis(Method), hard combinatorial problem(Task), time complexity(Generic), growing exponentially in the number of frames(Generic),"
Branch and bound strategies have previously attempted to curb this complexity whilst maintaining global optimality .,"[('Branch and bound strategies', 'Method'), ('complexity', 'Generic'), ('global optimality', 'OtherScientificTerm')]"," Branch and bound strategies(Method), global optimality(Goal), complexity(OtherScientificTerm),"
"However , they provide no guarantee of being more efficient than exhaustive search .","[('they', 'Generic'), ('exhaustive search', 'Method')]"," guarantee(Generic), more efficient than exhaustive search(Generic),"
"Inspired by recent work which reconstructs general trajectories using compact high-pass filters , we develop a dynamic programming approach which scales linearly in the number of frames , leveraging the intrinsically local nature of filter interactions .","[('compact high-pass filters', 'Method'), ('dynamic programming approach', 'Method'), ('filter interactions', 'OtherScientificTerm')]"," dynamic programming approach(Method), scaling linearly in the number of frames(Task), compact high-pass filters(Method), local nature of filter interactions(OtherScientificTerm), recent work which reconstructs general trajectories(OtherScientificTerm)"
Extension to affine projection enables reconstruction without estimating cameras .,"[('affine projection', 'Method'), ('reconstruction', 'Task'), ('estimating cameras', 'Method')]"," Affine projection(Method), reconstruction without estimating cameras(Task), cameras(Method)"
Topical blog post retrieval is the task of ranking blog posts with respect to their relevance for a given topic .,"[('Topical blog post retrieval', 'Task'), ('ranking blog posts', 'Task'), ('blog posts', 'Material'), ('relevance', 'Metric')]"," relevance(Generic), ranking(Task), blog posts(Material), topic(Generic),"
To improve topical blog post retrieval we incorporate textual credibility indicators in the retrieval process .,"[('topical blog post retrieval', 'Task'), ('textual credibility indicators', 'OtherScientificTerm'), ('retrieval process', 'Method')]"," textual credibility indicators(Generic), blog post retrieval(Task), retrieval process(Method),"
We consider two groups of indicators : post level -LRB- determined using information about individual blog posts only -RRB- and blog level -LRB- determined using information from the underlying blogs -RRB- .,"[('indicators', 'Generic'), ('blog posts', 'Material'), ('blogs', 'Material')]"," blog level-LRB- determined using information from the underlying blogs-RRB- (Method), post level-LRB- determined using information about individual blog posts only-RRB- (Method), information about individual blog posts only (OtherScientificTerm), 
"
We describe how to estimate these indicators and how to integrate them into a retrieval approach based on language models .,"[('indicators', 'Generic'), ('them', 'Generic'), ('retrieval approach', 'Method'), ('language models', 'Method')]"," estimation(Method), language models(Method), retrieval approach based on language models(Task),"
Experiments on the TREC Blog track test set show that both groups of credibility indicators significantly improve retrieval effectiveness ; the best performance is achieved when combining them .,"[('TREC Blog track test set', 'Material'), ('credibility indicators', 'OtherScientificTerm'), ('retrieval effectiveness', 'Metric')]"," credibility indicators(Method), retrieval effectiveness(Task), groups(Method), best performance(OtherScientificTerm)"
We investigate the problem of learning to predict moves in the board game of Go from game records of expert players .,"[('board game of Go', 'Task'), ('game records of expert players', 'Material')]"," Board game of Go(Task), game records of expert players(Method), prediction of moves in the board game of Go(Method),"
"In particular , we obtain a probability distribution over legal moves for professional play in a given position .","[('probability distribution', 'OtherScientificTerm')]"," probability distribution over legal moves for professional play(Method), given position(Location), professional play(Activity), 
"
"This distribution has numerous applications in computer Go , including serving as an efficient stand-alone Go player .","[('distribution', 'Generic'), ('computer Go', 'OtherScientificTerm'), ('stand-alone Go player', 'OtherScientificTerm')]"," computer Go(Method), efficient stand-alone Go player(Method), distribution(Method), numerous applications(OtherScientificTerm), 
"
It would also be effective as a move selector and move sorter for game tree search and as a training tool for Go players .,"[('It', 'Generic'), ('move selector', 'Method'), ('move sorter', 'Method'), ('game tree search', 'Method'), ('training tool', 'Task'), ('Go players', 'OtherScientificTerm')]"," move selector and move sorter(Method), game tree search(Task), Go players(OtherScientificTerm)"
Our method has two major components : a -RRB- a pattern extraction scheme for efficiently harvesting patterns of given size and shape from expert game records and b -RRB- a Bayesian learning algorithm -LRB- in two variants -RRB- that learns a distribution over the values of a move given a board position based on the local pattern context .,"[('method', 'Generic'), ('pattern extraction scheme', 'Method'), ('Bayesian learning algorithm', 'Method'), ('local pattern context', 'OtherScientificTerm')]"," a-RRB-(Method), Bayesian learning algorithm-LRB(Method), pattern extraction scheme(Method), expert game records(Dataset), board position(Dataset), 
"
"The system is trained on 181,000 expert games and shows excellent prediction performance as indicated by its ability to perfectly predict the moves made by professional Go players in 34 % of test positions .","[('system', 'Generic'), ('expert games', 'Material')]"," prediction performance(Generic), professional Go players(OtherScientificTerm), 181,000 expert games(DataSet), perfect prediction(Generic), 34 %(Number),"
We present a novel approach for automatically acquiring English topic signatures .,"[('approach', 'Generic'), ('automatically acquiring English topic signatures', 'Task')]"," English(Topic), signature(Generic), approach(Method), automatically acquiring English topic signatures(Task)."
"Given a particular concept , or word sense , a topic signature is a set of words that tend to co-occur with it .","[('concept', 'OtherScientificTerm'), ('word sense', 'OtherScientificTerm'), ('topic signature', 'OtherScientificTerm')]"," concept(Generic), word sense(Generic), topic signature(Generic)"
"Topic signatures can be useful in a number of Natural Language Processing -LRB- NLP -RRB- applications , such as Word Sense Disambiguation -LRB- WSD -RRB- and Text Summarisation .","[('Topic signatures', 'OtherScientificTerm'), ('Natural Language Processing -LRB- NLP -RRB- applications', 'Task'), ('Word Sense Disambiguation -LRB- WSD -RRB-', 'Task'), ('Text Summarisation', 'Task')]"," Word Sense Disambiguation(Task), Text Summarisation(Task), Natural Language Processing(Task), 
"
